,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,(Area in acre & production in metric ton),,,,
2,Upazila/city corporation,2010-11 Area,2010-11 Production,2009-10 Area,2009-10 Production
3,Agailjhara,5.9,23,5.2,20.28
4,Babuganj,117,250,125,251
5,Bakerganj,109,182,93,107
6,Banaripara,19.2,56.88,15.1,40.9
7,Barisal city corporation,4,13,4,12
8,Barisal sadar,55,177,52,167
9,Gaurnadi,8.85,55.444,9,66
10,Hizla,37,43,32,39
11,Mehendiganj,43,84.7,47,104.5
12,Muladi,45,932.5,37,761.7
13,Wazirpur,6,21.5,19,43
14,Total,449.95,1839.024,438.3,1612.38
